Model;Approach;Repetition;Resets;stepsUntilLastReset;lastCandidatePrint
herman17_oneinit.pm();cautious1;82;TO;TO;Resets: 1715 visitNo: 1 candSize: 2

herman17_oneinit.pm();cautious1;83;TO;TO;Resets: 1607 visitNo: 1 candSize: 34

herman17_oneinit.pm();cautious1;84;TO;TO;Resets: 1683 visitNo: 1 candSize: 2

herman17_oneinit.pm();cautious1;85;TO;TO;Resets: 1534 visitNo: 1 candSize: 2

herman17_oneinit.pm();cautious1;86;TO;TO;Resets: 1644 visitNo: 1 candSize: 2

herman17_oneinit.pm();cautious1;87;TO;TO;Resets: 1611 visitNo: 1 candSize: 2

herman17_oneinit.pm();cautious1;88;TO;TO;Resets: 1585 visitNo: 1 candSize: 2

scale.pm(N=10,M=50);cautious1;7;278;854;Resets: 278 visitNo: 1 candSize: 50

herman17_oneinit.pm();cautious1;89;TO;TO;Resets: 1056 visitNo: 1 candSize: 2

herman17_oneinit.pm();cautious1;91;TO;TO;Resets: 1704 visitNo: 1 candSize: 2

herman17_oneinit.pm();cautious1;90;TO;TO;Resets: 1563 visitNo: 1 candSize: 2

herman17_oneinit.pm();cautious1;93;TO;TO;Resets: 1653 visitNo: 1 candSize: 2

herman17_oneinit.pm();cautious1;94;TO;TO;Resets: 1628 visitNo: 1 candSize: 2

herman17_oneinit.pm();cautious1;95;TO;TO;Resets: 1712 visitNo: 1 candSize: 2

herman17_oneinit.pm();cautious1;92;TO;TO;Resets: 1565 visitNo: 1 candSize: 34

herman17_oneinit.pm();cautious1;96;TO;TO;Resets: 1681 visitNo: 1 candSize: 2

herman17_oneinit.pm();cautious1;97;TO;TO;Resets: 1650 visitNo: 1 candSize: 34

herman17_oneinit.pm();cautious1;98;TO;TO;Resets: 1857 visitNo: 1 candSize: 2

herman17_oneinit.pm();cautious1;99;TO;TO;Resets: 1722 visitNo: 1 candSize: 2

scale.pm(N=10,M=50);cautious1;0;251;755;Resets: 251 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;1;1264;3854;Resets: 1264 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;2;6771;20504;Resets: 6771 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;3;562;1648;Resets: 562 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;4;619;1902;Resets: 619 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;5;2655;7781;Resets: 2655 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;6;1064;3086;Resets: 1064 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;18;3027;9134;Resets: 3027 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;21;7579;23680;Resets: 7579 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;22;1899;5689;Resets: 1899 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;19;468;1410;Resets: 468 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;24;1182;3640;Resets: 1182 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;23;251;779;Resets: 251 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;37;1440;4313;Resets: 1440 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;20;3138;9329;Resets: 3138 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;36;7433;22275;Resets: 7433 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;40;2315;7032;Resets: 2315 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;41;783;2364;Resets: 783 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;42;640;1925;Resets: 640 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;55;6301;18962;Resets: 6301 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;38;638;1936;Resets: 638 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;58;192;562;Resets: 192 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;60;2645;7920;Resets: 2645 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;39;239;694;Resets: 239 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;54;250;774;Resets: 250 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;76;2547;7641;Resets: 2547 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;57;2109;6265;Resets: 2109 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;56;1702;5079;Resets: 1702 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;77;735;2231;Resets: 735 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;25;1289;3797;Resets: 1289 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;72;1221;3714;Resets: 1221 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;73;3944;11794;Resets: 3944 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;78;1130;3316;Resets: 1130 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;94;2533;7584;Resets: 2533 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;95;651;1877;Resets: 651 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;74;2254;6855;Resets: 2254 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;75;2468;7427;Resets: 2468 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;90;1150;3379;Resets: 1150 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;96;579;1709;Resets: 579 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;91;2734;8123;Resets: 2734 visitNo: 1 candSize: 50

gridworld.pm(N=50,p=0.999);cautious1;13;TO;TO;Resets: 0 visitNo: 1 candSize: 2499

scale.pm(N=10,M=50);cautious1;43;285;863;Resets: 285 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;92;150;442;Resets: 150 visitNo: 1 candSize: 50

gridworld.pm(N=50,p=0.999);cautious1;12;0;0;Resets: 0 visitNo: 1 candSize: 2

gridworld.pm(N=50,p=0.999);cautious1;8;TO;TO;Resets: 0 visitNo: 1 candSize: 2499

scale.pm(N=10,M=50);cautious1;93;1242;3655;Resets: 1242 visitNo: 1 candSize: 50

gridworld.pm(N=50,p=0.999);cautious1;14;TO;TO;Resets: 0 visitNo: 1 candSize: 2499

gridworld.pm(N=50,p=0.999);cautious1;10;0;0;Resets: 0 visitNo: 1 candSize: 2

gridworld.pm(N=50,p=0.999);cautious1;30;TO;TO;Resets: 0 visitNo: 1 candSize: 2499

gridworld.pm(N=50,p=0.999);cautious1;9;TO;TO;Resets: 0 visitNo: 1 candSize: 2499

scale.pm(N=10,M=50);cautious1;61;726;2207;Resets: 726 visitNo: 1 candSize: 50

gridworld.pm(N=50,p=0.999);cautious1;11;TO;TO;Resets: 0 visitNo: 1 candSize: 2499

gridworld.pm(N=50,p=0.999);cautious1;28;TO;TO;Resets: 0 visitNo: 1 candSize: 2499

scale.pm(N=10,M=50);cautious1;79;2778;8304;Resets: 2778 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;97;4455;13408;Resets: 4455 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;9;1102;3344;Resets: 1102 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;8;478;1441;Resets: 478 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;11;645;1909;Resets: 645 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;12;2446;7342;Resets: 2446 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;13;3030;9253;Resets: 3030 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;10;9530;29435;Resets: 9530 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;14;4856;14588;Resets: 4856 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;15;4932;14848;Resets: 4932 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;16;776;2333;Resets: 776 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;17;53;161;Resets: 53 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;26;2427;7399;Resets: 2427 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;29;769;2324;Resets: 769 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;35;369;1125;Resets: 369 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;27;946;2812;Resets: 946 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;34;2977;9075;Resets: 2977 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;30;4345;13385;Resets: 4345 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;31;1976;5876;Resets: 1976 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;32;1035;3040;Resets: 1035 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;53;2304;7011;Resets: 2304 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;33;410;1266;Resets: 410 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;47;827;2490;Resets: 827 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;45;506;1526;Resets: 506 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;44;314;954;Resets: 314 visitNo: 1 candSize: 50

gridworld.pm(N=50,p=0.999);cautious1;15;TO;TO;Resets: 0 visitNo: 1 candSize: 2499

scale.pm(N=10,M=50);cautious1;52;7521;22876;Resets: 7521 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;50;111;313;Resets: 111 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;51;2293;6775;Resets: 2293 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;49;716;2148;Resets: 716 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;62;1516;4505;Resets: 1516 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;63;4630;13807;Resets: 4630 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;65;710;2160;Resets: 710 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;71;874;2633;Resets: 874 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;48;3505;10724;Resets: 3505 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;28;1040;3155;Resets: 1040 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;68;1648;4990;Resets: 1648 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;67;5209;15769;Resets: 5209 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;83;103;303;Resets: 103 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;69;2075;6175;Resets: 2075 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;80;2437;7328;Resets: 2437 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;89;1505;4444;Resets: 1505 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;46;2267;6855;Resets: 2267 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;86;857;2600;Resets: 857 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;66;1863;5625;Resets: 1863 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;81;3631;10772;Resets: 3631 visitNo: 1 candSize: 50

gridworld.pm(N=50,p=0.999);cautious1;1;0;0;Resets: 0 visitNo: 1 candSize: 2

scale.pm(N=10,M=50);cautious1;70;1150;3540;Resets: 1150 visitNo: 1 candSize: 50

gridworld.pm(N=50,p=0.999);cautious1;7;TO;TO;Resets: 0 visitNo: 1 candSize: 2499

scale.pm(N=10,M=50);cautious1;87;3552;10504;Resets: 3552 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;98;656;1988;Resets: 656 visitNo: 1 candSize: 50

gridworld.pm(N=50,p=0.999);cautious1;19;TO;TO;Resets: 0 visitNo: 1 candSize: 2499

scale.pm(N=10,M=50);cautious1;85;1973;5863;Resets: 1973 visitNo: 1 candSize: 50

gridworld.pm(N=50,p=0.999);cautious1;4;TO;TO;Resets: 0 visitNo: 1 candSize: 2499

scale.pm(N=10,M=50);cautious1;64;1660;4975;Resets: 1660 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;88;4212;12804;Resets: 4212 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;84;952;2900;Resets: 952 visitNo: 1 candSize: 50

scale.pm(N=10,M=50);cautious1;99;3083;9339;Resets: 3083 visitNo: 1 candSize: 50

gridworld.pm(N=50,p=0.999);cautious1;16;TO;TO;Resets: 0 visitNo: 1 candSize: 2499

gridworld.pm(N=50,p=0.999);cautious1;3;0;0;Resets: 0 visitNo: 1 candSize: 2

gridworld.pm(N=50,p=0.999);cautious1;2;0;0;Resets: 0 visitNo: 1 candSize: 2

scale.pm(N=10,M=50);cautious1;82;2642;8099;Resets: 2642 visitNo: 1 candSize: 50

gridworld.pm(N=50,p=0.999);cautious1;5;0;0;Resets: 0 visitNo: 1 candSize: 3

gridworld.pm(N=50,p=0.999);cautious1;31;TO;TO;Resets: 0 visitNo: 1 candSize: 2499

gridworld.pm(N=50,p=0.999);cautious1;6;0;0;init
gridworld.pm(N=50,p=0.999);cautious1;21;TO;TO;Resets: 0 visitNo: 1 candSize: 2499

gridworld.pm(N=50,p=0.999);cautious1;20;0;0;Resets: 0 visitNo: 1 candSize: 2

gridworld.pm(N=50,p=0.999);cautious1;17;0;0;Resets: 0 visitNo: 1 candSize: 2

gridworld.pm(N=50,p=0.999);cautious1;26;0;0;Resets: 0 visitNo: 1 candSize: 2

gridworld.pm(N=50,p=0.999);cautious1;23;TO;TO;Resets: 1 visitNo: 1 candSize: 2499

gridworld.pm(N=50,p=0.999);cautious1;32;TO;TO;Resets: 0 visitNo: 1 candSize: 2499

gridworld.pm(N=50,p=0.999);cautious1;24;TO;TO;Resets: 0 visitNo: 1 candSize: 2499

gridworld.pm(N=50,p=0.999);cautious1;38;TO;TO;Resets: 0 visitNo: 1 candSize: 2499

gridworld.pm(N=50,p=0.999);cautious1;35;TO;TO;Resets: 0 visitNo: 1 candSize: 2499

gridworld.pm(N=50,p=0.999);cautious1;44;TO;TO;Resets: 0 visitNo: 1 candSize: 2499

gridworld.pm(N=50,p=0.999);cautious1;0;0;0;Resets: 0 visitNo: 1 candSize: 2

gridworld.pm(N=50,p=0.999);cautious1;48;0;0;init
gridworld.pm(N=50,p=0.999);cautious1;27;TO;TO;Resets: 0 visitNo: 1 candSize: 2499

gridworld.pm(N=50,p=0.999);cautious1;29;TO;TO;Resets: 0 visitNo: 1 candSize: 2499

gridworld.pm(N=50,p=0.999);cautious1;46;0;0;Resets: 0 visitNo: 1 candSize: 2

gridworld.pm(N=50,p=0.999);cautious1;18;TO;TO;Resets: 1 visitNo: 1 candSize: 2499

gridworld.pm(N=50,p=0.999);cautious1;66;0;0;Resets: 0 visitNo: 1 candSize: 2

gridworld.pm(N=50,p=0.999);cautious1;64;0;0;init
gridworld.pm(N=50,p=0.999);cautious1;84;TO;TO;Resets: 0 visitNo: 1 candSize: 2499

gridworld.pm(N=50,p=0.999);cautious1;82;TO;TO;Resets: 0 visitNo: 1 candSize: 2499

gridworld.pm(N=50,p=0.999);cautious1;33;TO;TO;Resets: 0 visitNo: 1 candSize: 2499

gridworld.pm(N=50,p=0.999);cautious1;25;TO;TO;Resets: 0 visitNo: 1 candSize: 2499

gridworld.pm(N=50,p=0.999);cautious1;37;TO;TO;Resets: 0 visitNo: 1 candSize: 2499

gridworld.pm(N=50,p=0.999);cautious1;22;TO;TO;Resets: 0 visitNo: 1 candSize: 2499

gridworld.pm(N=50,p=0.999);cautious1;34;TO;TO;Resets: 1 visitNo: 1 candSize: 2499

gridworld.pm(N=50,p=0.999);cautious1;49;TO;TO;Resets: 0 visitNo: 1 candSize: 2499

gridworld.pm(N=50,p=0.999);cautious1;39;TO;TO;Resets: 0 visitNo: 1 candSize: 2499

gridworld.pm(N=50,p=0.999);cautious1;41;TO;TO;Resets: 0 visitNo: 1 candSize: 2499

gridworld.pm(N=50,p=0.999);cautious1;50;TO;TO;Resets: 0 visitNo: 1 candSize: 2499

gridworld.pm(N=50,p=0.999);cautious1;42;TO;TO;Resets: 0 visitNo: 1 candSize: 2499

gridworld.pm(N=50,p=0.999);cautious1;56;TO;TO;Resets: 0 visitNo: 1 candSize: 2499

gridworld.pm(N=50,p=0.999);cautious1;53;TO;TO;Resets: 0 visitNo: 1 candSize: 2499

gridworld.pm(N=50,p=0.999);cautious1;62;TO;TO;Resets: 0 visitNo: 1 candSize: 2499

gridworld.pm(N=50,p=0.999);cautious1;45;0;0;Resets: 0 visitNo: 1 candSize: 2

gridworld.pm(N=50,p=0.999);cautious1;47;TO;TO;Resets: 0 visitNo: 1 candSize: 2499

gridworld.pm(N=50,p=0.999);cautious1;36;TO;TO;Resets: 0 visitNo: 1 candSize: 2499

gridworld.pm(N=50,p=0.999);cautious1;63;TO;TO;Resets: 0 visitNo: 1 candSize: 2499

not_gridworld.pm(N=50,p=0.999);cautious1;2;TO;TO;Resets: 15325 visitNo: 1 candSize: 7

not_gridworld.pm(N=50,p=0.999);cautious1;0;TO;TO;Resets: 15201 visitNo: 1 candSize: 2

gridworld.pm(N=50,p=0.999);cautious1;51;TO;TO;Resets: 0 visitNo: 1 candSize: 2499

gridworld.pm(N=50,p=0.999);cautious1;43;TO;TO;Resets: 1 visitNo: 1 candSize: 2499

gridworld.pm(N=50,p=0.999);cautious1;55;0;0;Resets: 0 visitNo: 1 candSize: 3

gridworld.pm(N=50,p=0.999);cautious1;40;0;0;init
gridworld.pm(N=50,p=0.999);cautious1;73;TO;TO;Resets: 0 visitNo: 1 candSize: 2499

gridworld.pm(N=50,p=0.999);cautious1;58;TO;TO;Resets: 1 visitNo: 1 candSize: 2499

gridworld.pm(N=50,p=0.999);cautious1;52;TO;TO;Resets: 0 visitNo: 1 candSize: 2499

gridworld.pm(N=50,p=0.999);cautious1;67;0;0;Resets: 0 visitNo: 1 candSize: 2

gridworld.pm(N=50,p=0.999);cautious1;57;TO;TO;Resets: 0 visitNo: 1 candSize: 2499

gridworld.pm(N=50,p=0.999);cautious1;59;TO;TO;Resets: 1 visitNo: 1 candSize: 2499

gridworld.pm(N=50,p=0.999);cautious1;68;TO;TO;Resets: 0 visitNo: 1 candSize: 2499

gridworld.pm(N=50,p=0.999);cautious1;85;0;0;Resets: 0 visitNo: 1 candSize: 2

gridworld.pm(N=50,p=0.999);cautious1;60;TO;TO;Resets: 0 visitNo: 1 candSize: 2499

gridworld.pm(N=50,p=0.999);cautious1;74;0;0;Resets: 0 visitNo: 1 candSize: 2

gridworld.pm(N=50,p=0.999);cautious1;71;TO;TO;Resets: 0 visitNo: 1 candSize: 2499

gridworld.pm(N=50,p=0.999);cautious1;80;TO;TO;Resets: 0 visitNo: 1 candSize: 2499

not_gridworld.pm(N=50,p=0.999);cautious1;3;TO;TO;Resets: 14636 visitNo: 1 candSize: 2

gridworld.pm(N=50,p=0.999);cautious1;65;TO;TO;Resets: 0 visitNo: 1 candSize: 2499

gridworld.pm(N=50,p=0.999);cautious1;92;TO;TO;Resets: 0 visitNo: 1 candSize: 2499

gridworld.pm(N=50,p=0.999);cautious1;54;TO;TO;Resets: 0 visitNo: 1 candSize: 2499

gridworld.pm(N=50,p=0.999);cautious1;81;TO;TO;Resets: 0 visitNo: 1 candSize: 2499

not_gridworld.pm(N=50,p=0.999);cautious1;20;TO;TO;Resets: 15057 visitNo: 1 candSize: 92

not_gridworld.pm(N=50,p=0.999);cautious1;18;TO;TO;Resets: 14900 visitNo: 1 candSize: 85

gridworld.pm(N=50,p=0.999);cautious1;69;TO;TO;Resets: 0 visitNo: 1 candSize: 2499

gridworld.pm(N=50,p=0.999);cautious1;61;TO;TO;Resets: 0 visitNo: 1 candSize: 2499

gridworld.pm(N=50,p=0.999);cautious1;91;TO;TO;Resets: 1 visitNo: 1 candSize: 2499

gridworld.pm(N=50,p=0.999);cautious1;76;TO;TO;Resets: 0 visitNo: 1 candSize: 2499

gridworld.pm(N=50,p=0.999);cautious1;70;TO;TO;Resets: 0 visitNo: 1 candSize: 2499

gridworld.pm(N=50,p=0.999);cautious1;75;TO;TO;Resets: 1 visitNo: 1 candSize: 2499

gridworld.pm(N=50,p=0.999);cautious1;77;0;0;Resets: 0 visitNo: 1 candSize: 2

gridworld.pm(N=50,p=0.999);cautious1;86;0;0;Resets: 0 visitNo: 1 candSize: 3

gridworld.pm(N=50,p=0.999);cautious1;78;TO;TO;Resets: 0 visitNo: 1 candSize: 2499

gridworld.pm(N=50,p=0.999);cautious1;89;TO;TO;Resets: 0 visitNo: 1 candSize: 2499

gridworld.pm(N=50,p=0.999);cautious1;98;TO;TO;Resets: 0 visitNo: 1 candSize: 2499

gridworld.pm(N=50,p=0.999);cautious1;95;0;0;Resets: 0 visitNo: 1 candSize: 4

not_gridworld.pm(N=50,p=0.999);cautious1;4;TO;TO;Resets: 14196 visitNo: 1 candSize: 3

not_gridworld.pm(N=50,p=0.999);cautious1;21;TO;TO;Resets: 14961 visitNo: 1 candSize: 7Command terminated by signal 9

gridworld.pm(N=50,p=0.999);cautious1;83;TO;TO;Resets: 0 visitNo: 1 candSize: 2499

not_gridworld.pm(N=50,p=0.999);cautious1;10;TO;TO;Resets: 14962 visitNo: 1 candSize: 31

gridworld.pm(N=50,p=0.999);cautious1;72;0;0;init
not_gridworld.pm(N=50,p=0.999);cautious1;13;TO;TO;Resets: 14814 visitNo: 1 candSize: 2

gridworld.pm(N=50,p=0.999);cautious1;99;TO;TO;Resets: 0 visitNo: 1 candSize: 2499

gridworld.pm(N=50,p=0.999);cautious1;90;TO;TO;Resets: 0 visitNo: 1 candSize: 2499

not_gridworld.pm(N=50,p=0.999);cautious1;38;TO;TO;Resets: 14833 visitNo: 1 candSize: 2

not_gridworld.pm(N=50,p=0.999);cautious1;36;TO;TO;Resets: 14886 visitNo: 1 candSize: 39

gridworld.pm(N=50,p=0.999);cautious1;87;TO;TO;Resets: 0 visitNo: 1 candSize: 2499

gridworld.pm(N=50,p=0.999);cautious1;79;0;0;Resets: 0 visitNo: 1 candSize: 2

gridworld.pm(N=50,p=0.999);cautious1;97;TO;TO;Resets: 0 visitNo: 1 candSize: 2499

not_gridworld.pm(N=50,p=0.999);cautious1;9;TO;TO;Resets: 14890 visitNo: 1 candSize: 43Command terminated by signal 9

gridworld.pm(N=50,p=0.999);cautious1;94;TO;TO;Resets: 0 visitNo: 1 candSize: 2499

gridworld.pm(N=50,p=0.999);cautious1;88;TO;TO;Resets: 0 visitNo: 1 candSize: 2499

gridworld.pm(N=50,p=0.999);cautious1;93;0;0;init
gridworld.pm(N=50,p=0.999);cautious1;96;0;0;Resets: 0 visitNo: 1 candSize: 4

not_gridworld.pm(N=50,p=0.999);cautious1;11;TO;TO;Resets: 14712 visitNo: 1 candSize: 2

not_gridworld.pm(N=50,p=0.999);cautious1;7;TO;TO;Resets: 15305 visitNo: 1 candSize: 148

not_gridworld.pm(N=50,p=0.999);cautious1;16;TO;TO;Resets: 15100 visitNo: 1 candSize: 173

not_gridworld.pm(N=50,p=0.999);cautious1;22;TO;TO;Resets: 15146 visitNo: 1 candSize: 36

not_gridworld.pm(N=50,p=0.999);cautious1;39;TO;TO;Resets: 14985 visitNo: 1 candSize: 69

not_gridworld.pm(N=50,p=0.999);cautious1;14;TO;TO;Resets: 14948 visitNo: 1 candSize: 3

not_gridworld.pm(N=50,p=0.999);cautious1;1;TO;TO;Resets: 14894 visitNo: 1 candSize: 2

not_gridworld.pm(N=50,p=0.999);cautious1;28;TO;TO;Resets: 14787 visitNo: 1 candSize: 2

not_gridworld.pm(N=50,p=0.999);cautious1;31;TO;TO;Resets: 15208 visitNo: 1 candSize: 33

not_gridworld.pm(N=50,p=0.999);cautious1;17;TO;TO;Resets: 15389 visitNo: 1 candSize: 2

not_gridworld.pm(N=50,p=0.999);cautious1;8;TO;TO;Resets: 14568 visitNo: 1 candSize: 5

not_gridworld.pm(N=50,p=0.999);cautious1;56;TO;TO;Resets: 15214 visitNo: 1 candSize: 2Command terminated by signal 9

not_gridworld.pm(N=50,p=0.999);cautious1;54;TO;TO;Resets: 14995 visitNo: 1 candSize: 32

not_gridworld.pm(N=50,p=0.999);cautious1;5;TO;TO;Resets: 7993 visitNo: 1 candSize: 2

not_gridworld.pm(N=50,p=0.999);cautious1;15;0;0;Resets: 0 visitNo: 1 candSize: 4

nand.pm(N=50,K=3);cautious10;19;21;29631;Resets: 21 visitNo: 10 candSize: 1

not_gridworld.pm(N=50,p=0.999);cautious1;27;TO;TO;Resets: 14392 visitNo: 1 candSize: 27

not_gridworld.pm(N=50,p=0.999);cautious1;12;TO;TO;Resets: 14343 visitNo: 1 candSize: 14

not_gridworld.pm(N=50,p=0.999);cautious1;6;TO;TO;Resets: 15306 visitNo: 1 candSize: 72

not_gridworld.pm(N=50,p=0.999);cautious1;33;TO;TO;Resets: 14559 visitNo: 1 candSize: 2

not_gridworld.pm(N=50,p=0.999);cautious1;29;TO;TO;Resets: 15276 visitNo: 1 candSize: 2

not_gridworld.pm(N=50,p=0.999);cautious1;25;TO;TO;Resets: 14449 visitNo: 1 candSize: 2

not_gridworld.pm(N=50,p=0.999);cautious1;34;TO;TO;Resets: 15382 visitNo: 1 candSize: 14

not_gridworld.pm(N=50,p=0.999);cautious1;40;TO;TO;Resets: 14516 visitNo: 1 candSize: 2

not_gridworld.pm(N=50,p=0.999);cautious1;57;TO;TO;Resets: 15654 visitNo: 1 candSize: 2

not_gridworld.pm(N=50,p=0.999);cautious1;32;TO;TO;Resets: 14839 visitNo: 1 candSize: 15

not_gridworld.pm(N=50,p=0.999);cautious1;19;TO;TO;Resets: 14629 visitNo: 1 candSize: 7

not_gridworld.pm(N=50,p=0.999);cautious1;46;TO;TO;Resets: 15487 visitNo: 1 candSize: 76

not_gridworld.pm(N=50,p=0.999);cautious1;49;TO;TO;Resets: 14255 visitNo: 1 candSize: 234

not_gridworld.pm(N=50,p=0.999);cautious1;35;TO;TO;Resets: 14830 visitNo: 1 candSize: 2

not_gridworld.pm(N=50,p=0.999);cautious1;26;TO;TO;Resets: 15441 visitNo: 1 candSize: 35

not_gridworld.pm(N=50,p=0.999);cautious1;74;TO;TO;Resets: 15206 visitNo: 1 candSize: 14

not_gridworld.pm(N=50,p=0.999);cautious1;72;TO;TO;Resets: 14926 visitNo: 1 candSize: 2

not_gridworld.pm(N=50,p=0.999);cautious1;23;TO;TO;Resets: 8295 visitNo: 1 candSize: 2

not_gridworld.pm(N=50,p=0.999);cautious1;45;TO;TO;Resets: 14670 visitNo: 1 candSize: 2

not_gridworld.pm(N=50,p=0.999);cautious1;30;TO;TO;Resets: 15225 visitNo: 1 candSize: 117

not_gridworld.pm(N=50,p=0.999);cautious1;24;TO;TO;Resets: 14199 visitNo: 1 candSize: 2

