Model;Approach;Repetition;Resets;stepsUntilLastReset;lastCandidatePrint

not_gridworld.pm(N=50,p=0.999);cautious10;93;TO;TO;Resets: 3 visitNo: 10 candSize: 2549

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious10;20;5;623;Resets: 5 visitNo: 10 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious10;79;2;184;Resets: 2 visitNo: 10 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious10;41;2;217;Resets: 2 visitNo: 10 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious10;27;1;73;Resets: 1 visitNo: 10 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious10;42;4;475;Resets: 4 visitNo: 10 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious10;44;3;275;Resets: 3 visitNo: 10 candSize: 1

not_gridworld.pm(N=50,p=0.999);cautious10;79;TO;TO;Resets: 2 visitNo: 10 candSize: 2499

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious10;38;4;391;Resets: 4 visitNo: 10 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious10;97;3;232;Resets: 3 visitNo: 10 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious10;59;1;69;Resets: 1 visitNo: 10 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious10;45;1;94;Resets: 1 visitNo: 10 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious10;60;1;96;Resets: 1 visitNo: 10 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious10;62;0;0;Resets: 0 visitNo: 10 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious10;56;0;0;Resets: 0 visitNo: 10 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious10;77;10;990;Resets: 10 visitNo: 10 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious10;63;0;0;Resets: 0 visitNo: 10 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold01;15;6;6118;Resets: 6 visitNo: 1059 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious10;78;0;0;Resets: 0 visitNo: 10 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious10;80;0;0;Resets: 0 visitNo: 10 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious10;74;0;0;Resets: 0 visitNo: 10 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious10;95;0;0;Resets: 0 visitNo: 10 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious10;81;2;214;Resets: 2 visitNo: 10 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious10;96;0;0;Resets: 0 visitNo: 10 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold01;33;0;0;init
crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious10;98;0;0;Resets: 0 visitNo: 10 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious10;92;1;69;Resets: 1 visitNo: 10 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious10;99;1;72;Resets: 1 visitNo: 10 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold01;13;0;0;init
bluetooth_oneinit.pm(mrec=4);bold01;14;2;1508;Resets: 2 visitNo: 549 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold01;16;1;722;Resets: 1 visitNo: 422 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold01;51;1;594;Resets: 1 visitNo: 422 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold01;10;3;2805;Resets: 3 visitNo: 677 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold01;17;1;818;Resets: 1 visitNo: 422 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold01;31;6;6918;Resets: 6 visitNo: 1059 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold01;32;5;5398;Resets: 5 visitNo: 932 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold01;34;8;10148;Resets: 8 visitNo: 1314 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold01;69;0;0;init
bluetooth_oneinit.pm(mrec=4);bold01;28;1;722;Resets: 1 visitNo: 422 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold01;35;4;4230;Resets: 4 visitNo: 804 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold01;49;0;0;init
bluetooth_oneinit.pm(mrec=4);bold01;50;1;850;Resets: 1 visitNo: 422 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold01;87;5;5590;Resets: 5 visitNo: 932 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold01;52;3;2837;Resets: 3 visitNo: 677 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold01;46;8;10276;Resets: 8 visitNo: 1314 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold01;53;0;0;init
bluetooth_oneinit.pm(mrec=4);bold01;67;0;0;init
bluetooth_oneinit.pm(mrec=4);bold01;68;2;1572;Resets: 2 visitNo: 549 candSize: 1

nand.pm(N=50,K=3);bold01;5;0;0;init
bluetooth_oneinit.pm(mrec=4);bold01;70;3;2709;Resets: 3 visitNo: 677 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold01;71;17;30966;Resets: 17 visitNo: 2462 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold01;64;1;754;Resets: 1 visitNo: 422 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold01;85;4;3878;Resets: 4 visitNo: 804 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold01;86;7;8117;Resets: 7 visitNo: 1187 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold01;88;0;0;init
nand.pm(N=50,K=3);bold01;23;7;11646;Resets: 7 visitNo: 461 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold01;82;0;0;init
nand.pm(N=50,K=3);bold01;3;3;4694;Resets: 3 visitNo: 263 candSize: 1

nand.pm(N=50,K=3);bold01;4;5;8071;Resets: 5 visitNo: 362 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold01;89;1;722;Resets: 1 visitNo: 422 candSize: 1

nand.pm(N=50,K=3);bold01;6;14;25718;Resets: 14 visitNo: 807 candSize: 1

nand.pm(N=50,K=3);bold01;41;5;8071;Resets: 5 visitNo: 362 candSize: 1

nand.pm(N=50,K=3);bold01;21;0;0;init
nand.pm(N=50,K=3);bold01;24;12;21450;Resets: 12 visitNo: 708 candSize: 1

nand.pm(N=50,K=3);bold01;59;0;0;init
nand.pm(N=50,K=3);bold01;39;7;11646;Resets: 7 visitNo: 461 candSize: 1

nand.pm(N=50,K=3);bold01;18;12;21450;Resets: 12 visitNo: 708 candSize: 1

nand.pm(N=50,K=3);bold01;40;6;9834;Resets: 6 visitNo: 411 candSize: 1

nand.pm(N=50,K=3);bold01;25;7;11646;Resets: 7 visitNo: 461 candSize: 1

nand.pm(N=50,K=3);bold01;42;0;0;init
nand.pm(N=50,K=3);bold01;77;2;3080;Resets: 2 visitNo: 213 candSize: 1

nand.pm(N=50,K=3);bold01;57;3;4694;Resets: 3 visitNo: 263 candSize: 1

nand.pm(N=50,K=3);bold01;36;0;0;init
nand.pm(N=50,K=3);bold01;58;9;15419;Resets: 9 visitNo: 560 candSize: 1

nand.pm(N=50,K=3);bold01;43;6;9834;Resets: 6 visitNo: 411 candSize: 1

nand.pm(N=50,K=3);bold01;60;2;3080;Resets: 2 visitNo: 213 candSize: 1

nand.pm(N=50,K=3);bold01;95;3;4694;Resets: 3 visitNo: 263 candSize: 1

nand.pm(N=50,K=3);bold01;75;5;8071;Resets: 5 visitNo: 362 candSize: 1

not_gridworld.pm(N=50,p=0.999);cautious10;83;TO;TO;Resets: 6 visitNo: 10 candSize: 2549

nand.pm(N=50,K=3);bold01;54;1;1515;Resets: 1 visitNo: 164 candSize: 1

nand.pm(N=50,K=3);bold01;76;0;0;init
nand.pm(N=50,K=3);bold01;61;2;3080;Resets: 2 visitNo: 213 candSize: 1

nand.pm(N=50,K=3);bold01;78;13;23559;Resets: 13 visitNo: 758 candSize: 1

herman17_oneinit.pm();bold01;13;TO;TO;Resets: 0 visitNo: 5948724 candSize: 34

nand.pm(N=50,K=3);bold01;93;3;4694;Resets: 3 visitNo: 263 candSize: 1

not_gridworld.pm(N=50,p=0.999);cautious10;86;TO;TO;Resets: 0 visitNo: 10 candSize: 2549

nand.pm(N=50,K=3);bold01;72;0;0;init
nand.pm(N=50,K=3);bold01;94;1;1515;Resets: 1 visitNo: 164 candSize: 1

nand.pm(N=50,K=3);bold01;79;27;58286;Resets: 27 visitNo: 1451 candSize: 1

nand.pm(N=50,K=3);bold01;96;10;17380;Resets: 10 visitNo: 609 candSize: 1

not_gridworld.pm(N=50,p=0.999);cautious10;62;TO;TO;Resets: 6 visitNo: 10 candSize: 2475

herman17_oneinit.pm();bold01;11;TO;TO;Resets: 0 visitNo: 8053985 candSize: 34

nand.pm(N=50,K=3);bold01;90;4;6358;Resets: 4 visitNo: 312 candSize: 1

herman17_oneinit.pm();bold01;12;TO;TO;Resets: 0 visitNo: 5948724 candSize: 34

herman17_oneinit.pm();bold01;14;TO;TO;Resets: 0 visitNo: 7001354 candSize: 34

nand.pm(N=50,K=3);bold01;97;4;6358;Resets: 4 visitNo: 312 candSize: 1

herman17_oneinit.pm();bold01;36;TO;TO;Resets: 0 visitNo: 18053976 candSize: 34

herman17_oneinit.pm();bold01;19;TO;TO;Resets: 0 visitNo: 7001354 candSize: 34

not_gridworld.pm(N=50,p=0.999);cautious10;81;TO;TO;Resets: 3 visitNo: 10 candSize: 2499

herman17_oneinit.pm();bold01;8;TO;TO;Resets: 0 visitNo: 6475039 candSize: 34

herman17_oneinit.pm();bold01;15;TO;TO;Resets: 0 visitNo: 7001354 candSize: 34

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious10;3;2;142;Resets: 2 visitNo: 10 candSize: 1

herman17_oneinit.pm();bold01;52;TO;TO;Resets: 0 visitNo: 5948724 candSize: 34

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious10;14;1;67;Resets: 1 visitNo: 10 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious10;21;2;239;Resets: 2 visitNo: 10 candSize: 1

not_gridworld.pm(N=50,p=0.999);cautious10;82;TO;TO;Resets: 3 visitNo: 10 candSize: 2499

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious10;32;3;292;Resets: 3 visitNo: 10 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious10;39;0;0;Resets: 0 visitNo: 10 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious10;11;1;94;Resets: 1 visitNo: 10 candSize: 1

not_gridworld.pm(N=50,p=0.999);cautious10;97;TO;TO;Resets: 1 visitNo: 10 candSize: 2549

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious10;50;1;84;Resets: 1 visitNo: 10 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious10;57;0;0;Resets: 0 visitNo: 10 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious10;29;4;425;Resets: 4 visitNo: 10 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious10;68;0;0;Resets: 0 visitNo: 10 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious10;75;0;0;Resets: 0 visitNo: 10 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious10;47;4;381;Resets: 4 visitNo: 10 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious10;86;1;133;Resets: 1 visitNo: 10 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious10;93;1;81;Resets: 1 visitNo: 10 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious10;65;2;218;Resets: 2 visitNo: 10 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold01;4;3;2677;Resets: 3 visitNo: 677 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold01;11;2;2020;Resets: 2 visitNo: 549 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious10;83;1;108;Resets: 1 visitNo: 10 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold01;22;3;2773;Resets: 3 visitNo: 677 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold01;29;3;2773;Resets: 3 visitNo: 677 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold01;1;1;658;Resets: 1 visitNo: 422 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold01;40;11;15502;Resets: 11 visitNo: 1697 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold01;47;3;2901;Resets: 3 visitNo: 677 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold01;19;7;7765;Resets: 7 visitNo: 1187 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold01;58;0;0;init
bluetooth_oneinit.pm(mrec=4);bold01;65;1;786;Resets: 1 visitNo: 422 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold01;37;0;0;init
bluetooth_oneinit.pm(mrec=4);bold01;76;4;3814;Resets: 4 visitNo: 804 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold01;83;17;31222;Resets: 17 visitNo: 2462 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold01;55;2;1668;Resets: 2 visitNo: 549 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold01;94;0;0;init
bluetooth_oneinit.pm(mrec=4);bold01;73;2;1892;Resets: 2 visitNo: 549 candSize: 1

nand.pm(N=50,K=3);bold01;1;3;4694;Resets: 3 visitNo: 263 candSize: 1

nand.pm(N=50,K=3);bold01;12;3;4694;Resets: 3 visitNo: 263 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold01;91;2;1892;Resets: 2 visitNo: 549 candSize: 1

nand.pm(N=50,K=3);bold01;19;1;1515;Resets: 1 visitNo: 164 candSize: 1

nand.pm(N=50,K=3);bold01;30;2;3080;Resets: 2 visitNo: 213 candSize: 1

nand.pm(N=50,K=3);bold01;37;0;0;init
nand.pm(N=50,K=3);bold01;9;3;4694;Resets: 3 visitNo: 263 candSize: 1

nand.pm(N=50,K=3);bold01;48;0;0;init
nand.pm(N=50,K=3);bold01;27;0;0;init
nand.pm(N=50,K=3);bold01;55;2;3080;Resets: 2 visitNo: 213 candSize: 1

nand.pm(N=50,K=3);bold01;66;0;0;init
crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious10;1;0;0;Resets: 0 visitNo: 10 candSize: 1

nand.pm(N=50,K=3);bold01;45;6;9834;Resets: 6 visitNo: 411 candSize: 1

nand.pm(N=50,K=3);bold01;73;18;34848;Resets: 18 visitNo: 1005 candSize: 1

herman17_oneinit.pm();bold01;31;TO;TO;Resets: 0 visitNo: 10159246 candSize: 34

nand.pm(N=50,K=3);bold01;84;0;0;init
crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious10;4;1;92;Resets: 1 visitNo: 10 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious10;19;0;0;Resets: 0 visitNo: 10 candSize: 1

nand.pm(N=50,K=3);bold01;63;6;9834;Resets: 6 visitNo: 411 candSize: 1

nand.pm(N=50,K=3);bold01;91;1;1515;Resets: 1 visitNo: 164 candSize: 1

not_gridworld.pm(N=50,p=0.999);cautious10;80;TO;TO;Resets: 4 visitNo: 10 candSize: 2549

herman17_oneinit.pm();bold01;2;TO;TO;Resets: 0 visitNo: 5422409 candSize: 34

herman17_oneinit.pm();bold01;29;TO;TO;Resets: 0 visitNo: 7001354 candSize: 34

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious10;22;3;292;Resets: 3 visitNo: 10 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious10;37;0;0;Resets: 0 visitNo: 10 candSize: 1

nand.pm(N=50,K=3);bold01;81;24;50028;Resets: 24 visitNo: 1302 candSize: 1

herman17_oneinit.pm();bold01;30;TO;TO;Resets: 0 visitNo: 8053985 candSize: 34

herman17_oneinit.pm();bold01;9;TO;TO;Resets: 0 visitNo: 9632931 candSize: 34

herman17_oneinit.pm();bold01;32;TO;TO;Resets: 0 visitNo: 6475039 candSize: 34

herman17_oneinit.pm();bold01;54;TO;TO;Resets: 0 visitNo: 8053985 candSize: 34

herman17_oneinit.pm();bold01;37;TO;TO;Resets: 0 visitNo: 10685561 candSize: 34

not_gridworld.pm(N=50,p=0.999);cautious10;99;TO;TO;Resets: 2 visitNo: 10 candSize: 2499

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious10;40;0;0;Resets: 0 visitNo: 10 candSize: 1

herman17_oneinit.pm();bold01;26;TO;TO;Resets: 0 visitNo: 7001354 candSize: 34

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious10;55;1;86;Resets: 1 visitNo: 10 candSize: 1

nand.pm(N=50,K=3);bold01;99;6;9834;Resets: 6 visitNo: 411 candSize: 1

herman17_oneinit.pm();bold01;33;TO;TO;Resets: 0 visitNo: 9632931 candSize: 34

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious10;58;0;0;Resets: 0 visitNo: 10 candSize: 1

herman17_oneinit.pm();bold01;70;TO;TO;Resets: 0 visitNo: 7001354 candSize: 34

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious10;73;2;197;Resets: 2 visitNo: 10 candSize: 1

herman17_oneinit.pm();bold01;17;TO;TO;Resets: 0 visitNo: 8053985 candSize: 34

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious10;76;0;0;Resets: 0 visitNo: 10 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious10;0;0;0;Resets: 0 visitNo: 10 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious10;91;2;215;Resets: 2 visitNo: 10 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious10;94;1;92;Resets: 1 visitNo: 10 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious10;18;0;0;Resets: 0 visitNo: 10 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold01;9;4;4294;Resets: 4 visitNo: 804 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious10;15;0;0;Resets: 0 visitNo: 10 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold01;12;9;11698;Resets: 9 visitNo: 1442 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious10;36;3;259;Resets: 3 visitNo: 10 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold01;27;0;0;init
crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious10;33;5;451;Resets: 5 visitNo: 10 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold01;30;3;2933;Resets: 3 visitNo: 677 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious10;54;1;84;Resets: 1 visitNo: 10 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold01;45;2;1860;Resets: 2 visitNo: 549 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold01;48;10;14112;Resets: 10 visitNo: 1570 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious10;51;1;75;Resets: 1 visitNo: 10 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious10;72;0;0;Resets: 0 visitNo: 10 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold01;63;3;2645;Resets: 3 visitNo: 677 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious10;90;1;95;Resets: 1 visitNo: 10 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold01;66;8;9828;Resets: 8 visitNo: 1314 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious10;69;0;0;Resets: 0 visitNo: 10 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold01;81;1;786;Resets: 1 visitNo: 422 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold01;8;1;690;Resets: 1 visitNo: 422 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold01;84;4;3622;Resets: 4 visitNo: 804 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold01;99;0;0;init
crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious10;87;0;0;Resets: 0 visitNo: 10 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold01;26;0;0;init
nand.pm(N=50,K=3);bold01;2;15;27926;Resets: 15 visitNo: 857 candSize: 1

nand.pm(N=50,K=3);bold01;17;2;3080;Resets: 2 visitNo: 213 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold01;5;22;45925;Resets: 22 visitNo: 3100 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold01;44;6;6758;Resets: 6 visitNo: 1059 candSize: 1

nand.pm(N=50,K=3);bold01;20;6;9834;Resets: 6 visitNo: 411 candSize: 1

nand.pm(N=50,K=3);bold01;35;25;52731;Resets: 25 visitNo: 1352 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold01;23;3;2869;Resets: 3 visitNo: 677 candSize: 1

nand.pm(N=50,K=3);bold01;38;1;1515;Resets: 1 visitNo: 164 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold01;62;2;1828;Resets: 2 visitNo: 549 candSize: 1

nand.pm(N=50,K=3);bold01;53;11;19390;Resets: 11 visitNo: 659 candSize: 1

nand.pm(N=50,K=3);bold01;56;1;1515;Resets: 1 visitNo: 164 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold01;41;3;2933;Resets: 3 visitNo: 677 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold01;80;5;5302;Resets: 5 visitNo: 932 candSize: 1

nand.pm(N=50,K=3);bold01;71;5;8071;Resets: 5 visitNo: 362 candSize: 1

nand.pm(N=50,K=3);bold01;74;5;8071;Resets: 5 visitNo: 362 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold01;59;8;9860;Resets: 8 visitNo: 1314 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold01;98;0;0;init
nand.pm(N=50,K=3);bold01;89;4;6358;Resets: 4 visitNo: 312 candSize: 1

nand.pm(N=50,K=3);bold01;92;7;11646;Resets: 7 visitNo: 461 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold01;77;0;0;init
nand.pm(N=50,K=3);bold01;16;1;1515;Resets: 1 visitNo: 164 candSize: 1

herman17_oneinit.pm();bold01;7;TO;TO;Resets: 0 visitNo: 8053985 candSize: 34

herman17_oneinit.pm();bold01;10;TO;TO;Resets: 0 visitNo: 7001354 candSize: 34

bluetooth_oneinit.pm(mrec=4);bold01;95;1;754;Resets: 1 visitNo: 422 candSize: 1

nand.pm(N=50,K=3);bold01;34;6;9834;Resets: 6 visitNo: 411 candSize: 1

herman17_oneinit.pm();bold01;49;TO;TO;Resets: 0 visitNo: 8053985 candSize: 34

nand.pm(N=50,K=3);bold01;52;0;0;init
nand.pm(N=50,K=3);bold01;13;31;69990;Resets: 31 visitNo: 1649 candSize: 1

not_gridworld.pm(N=50,p=0.999);cautious10;98;TO;TO;Resets: 4 visitNo: 10 candSize: 2499

nand.pm(N=50,K=3);bold01;70;0;0;init
nand.pm(N=50,K=3);bold01;31;2;3080;Resets: 2 visitNo: 213 candSize: 1

herman17_oneinit.pm();bold01;20;TO;TO;Resets: 0 visitNo: 8053985 candSize: 34

herman17_oneinit.pm();bold01;47;TO;TO;Resets: 0 visitNo: 7527670 candSize: 34

herman17_oneinit.pm();bold01;48;TO;TO;Resets: 0 visitNo: 9106616 candSize: 34

herman17_oneinit.pm();bold01;27;TO;TO;Resets: 0 visitNo: 10685561 candSize: 34

herman17_oneinit.pm();bold01;50;TO;TO;Resets: 0 visitNo: 7001354 candSize: 34

nand.pm(N=50,K=3);bold01;88;0;0;init
herman17_oneinit.pm();bold01;72;TO;TO;Resets: 0 visitNo: 9632931 candSize: 34

herman17_oneinit.pm();bold01;55;TO;TO;Resets: 0 visitNo: 7527670 candSize: 34

nand.pm(N=50,K=3);bold01;49;6;9834;Resets: 6 visitNo: 411 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious10;17;0;0;Resets: 0 visitNo: 10 candSize: 1

herman17_oneinit.pm();bold01;44;TO;TO;Resets: 0 visitNo: 8580300 candSize: 34

herman17_oneinit.pm();bold01;51;TO;TO;Resets: 0 visitNo: 8053985 candSize: 34

herman17_oneinit.pm();bold01;6;TO;TO;Resets: 0 visitNo: 8580300 candSize: 34

nand.pm(N=50,K=3);bold01;67;0;0;init
crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious10;35;7;634;Resets: 7 visitNo: 10 candSize: 1

herman17_oneinit.pm();bold01;88;TO;TO;Resets: 0 visitNo: 7527670 candSize: 34

herman17_oneinit.pm();bold01;35;TO;TO;Resets: 0 visitNo: 6475039 candSize: 34

nand.pm(N=50,K=3);bold01;85;0;0;init
crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious10;53;0;0;Resets: 0 visitNo: 10 candSize: 1

herman17_oneinit.pm();bold01;3;TO;TO;Resets: 0 visitNo: 5948724 candSize: 34

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious10;71;0;0;Resets: 0 visitNo: 10 candSize: 1

crowds_nodl.pm(TotalRuns=6,CrowdSize=15);cautious10;89;1;87;Resets: 1 visitNo: 10 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold01;7;6;6726;Resets: 6 visitNo: 1059 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold01;25;1;658;Resets: 1 visitNo: 422 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold01;43;3;2485;Resets: 3 visitNo: 677 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold01;61;7;8469;Resets: 7 visitNo: 1187 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold01;79;4;4134;Resets: 4 visitNo: 804 candSize: 1

bluetooth_oneinit.pm(mrec=4);bold01;97;1;658;Resets: 1 visitNo: 422 candSize: 1

nand.pm(N=50,K=3);bold01;15;0;0;init
nand.pm(N=50,K=3);bold01;33;2;3080;Resets: 2 visitNo: 213 candSize: 1

nand.pm(N=50,K=3);bold01;51;25;52731;Resets: 25 visitNo: 1352 candSize: 1

nand.pm(N=50,K=3);bold01;69;0;0;init
herman17_oneinit.pm();bold01;25;TO;TO;Resets: 0 visitNo: 7001354 candSize: 34

herman17_oneinit.pm();bold01;28;TO;TO;Resets: 0 visitNo: 5948724 candSize: 34

nand.pm(N=50,K=3);bold01;87;7;11646;Resets: 7 visitNo: 461 candSize: 1

herman17_oneinit.pm();bold01;67;TO;TO;Resets: 0 visitNo: 7001354 candSize: 34

herman17_oneinit.pm();bold01;5;TO;TO;Resets: 0 visitNo: 8580300 candSize: 34

